Latitude,Longitude,Timestamp,Date
55.7820995,12.518333666666667,14:32:08+00:00,2024-11-21
55.78209983333333,12.5183335,14:32:09+00:00,2024-11-21
55.78209983333333,12.5183335,14:32:09+00:00,2024-11-21
55.78209983333333,12.5183335,14:32:09+00:00,2024-11-21
Latitude,Longitude,Timestamp,Date
55.78210416666667,12.518342333333333,14:32:39+00:00,2024-11-21
55.78210416666667,12.518342333333333,14:32:39+00:00,2024-11-21
55.78210416666667,12.518342333333333,14:32:39+00:00,2024-11-21
55.7821045,12.518342,14:32:40+00:00,2024-11-21
55.7821045,12.518342,14:32:40+00:00,2024-11-21
55.7821045,12.518342,14:32:40+00:00,2024-11-21
55.782105,12.518341666666666,14:32:41+00:00,2024-11-21
55.782105,12.518341666666666,14:32:41+00:00,2024-11-21
55.782105,12.518341666666666,14:32:41+00:00,2024-11-21
55.7821055,12.518341666666666,14:32:42+00:00,2024-11-21
55.7821055,12.518341666666666,14:32:42+00:00,2024-11-21
55.7821055,12.518341666666666,14:32:42+00:00,2024-11-21
55.78210583333333,12.518341666666666,14:32:43+00:00,2024-11-21
55.78210583333333,12.518341666666666,14:32:43+00:00,2024-11-21
55.78210583333333,12.518341666666666,14:32:43+00:00,2024-11-21
55.782105666666666,12.518341833333333,14:32:44+00:00,2024-11-21
55.782105666666666,12.518341833333333,14:32:44+00:00,2024-11-21
55.782105666666666,12.518341833333333,14:32:44+00:00,2024-11-21
55.782106166666665,12.518341666666666,14:32:45+00:00,2024-11-21
55.782106166666665,12.518341666666666,14:32:45+00:00,2024-11-21
55.782106166666665,12.518341666666666,14:32:45+00:00,2024-11-21
55.78210633333333,12.518341666666666,14:32:46+00:00,2024-11-21
55.78210633333333,12.518341666666666,14:32:46+00:00,2024-11-21
55.78210633333333,12.518341666666666,14:32:46+00:00,2024-11-21
55.78210633333333,12.5183415,14:32:47+00:00,2024-11-21
55.78210633333333,12.5183415,14:32:47+00:00,2024-11-21
55.78210633333333,12.5183415,14:32:47+00:00,2024-11-21
55.782106166666665,12.518341666666666,14:32:48+00:00,2024-11-21
55.782106166666665,12.518341666666666,14:32:48+00:00,2024-11-21
55.782106166666665,12.518341666666666,14:32:48+00:00,2024-11-21
55.782106166666665,12.518341833333333,14:32:49+00:00,2024-11-21
55.782106166666665,12.518341833333333,14:32:49+00:00,2024-11-21
55.782106166666665,12.518341833333333,14:32:49+00:00,2024-11-21
55.782106166666665,12.518342,14:32:50+00:00,2024-11-21
55.782106166666665,12.518342,14:32:50+00:00,2024-11-21
55.782106166666665,12.518342,14:32:50+00:00,2024-11-21
55.782106,12.518342166666667,14:32:51+00:00,2024-11-21
55.782106,12.518342166666667,14:32:51+00:00,2024-11-21
55.782106,12.518342166666667,14:32:51+00:00,2024-11-21
55.78210583333333,12.518342166666667,14:32:52+00:00,2024-11-21
55.78210583333333,12.518342166666667,14:32:52+00:00,2024-11-21
55.78210583333333,12.518342166666667,14:32:52+00:00,2024-11-21
55.7821055,12.518342166666667,14:32:53+00:00,2024-11-21
55.7821055,12.518342166666667,14:32:53+00:00,2024-11-21
55.7821055,12.518342166666667,14:32:53+00:00,2024-11-21
55.782105333333334,12.518342333333333,14:32:54+00:00,2024-11-21
55.782105333333334,12.518342333333333,14:32:54+00:00,2024-11-21
55.782105333333334,12.518342333333333,14:32:54+00:00,2024-11-21
55.782105,12.5183425,14:32:55+00:00,2024-11-21
55.782105,12.5183425,14:32:55+00:00,2024-11-21
55.782105,12.5183425,14:32:55+00:00,2024-11-21
55.782104833333335,12.518342666666667,14:32:56+00:00,2024-11-21
55.782104833333335,12.518342666666667,14:32:56+00:00,2024-11-21
55.782104833333335,12.518342666666667,14:32:56+00:00,2024-11-21
55.782104833333335,12.5183425,14:32:57+00:00,2024-11-21
55.782104833333335,12.5183425,14:32:57+00:00,2024-11-21
55.782104833333335,12.5183425,14:32:57+00:00,2024-11-21
55.78210466666667,12.518342666666667,14:32:58+00:00,2024-11-21
55.78210466666667,12.518342666666667,14:32:58+00:00,2024-11-21
55.78210466666667,12.518342666666667,14:32:58+00:00,2024-11-21
55.782104333333336,12.518342833333334,14:32:59+00:00,2024-11-21
55.782104333333336,12.518342833333334,14:32:59+00:00,2024-11-21
55.782104333333336,12.518342833333334,14:32:59+00:00,2024-11-21
55.78210416666667,12.5183425,14:33:00+00:00,2024-11-21
55.78210416666667,12.5183425,14:33:00+00:00,2024-11-21
55.78210416666667,12.5183425,14:33:00+00:00,2024-11-21
55.78210416666667,12.518342333333333,14:33:01+00:00,2024-11-21
55.78210416666667,12.518342333333333,14:33:01+00:00,2024-11-21
55.78210416666667,12.518342333333333,14:33:01+00:00,2024-11-21
55.782103666666664,12.518342333333333,14:33:02+00:00,2024-11-21
55.782103666666664,12.518342333333333,14:33:02+00:00,2024-11-21
55.782103666666664,12.518342333333333,14:33:02+00:00,2024-11-21
55.78210333333333,12.518342166666667,14:33:03+00:00,2024-11-21
55.78210333333333,12.518342166666667,14:33:03+00:00,2024-11-21
55.78210333333333,12.518342166666667,14:33:03+00:00,2024-11-21
55.782103,12.518341833333333,14:33:04+00:00,2024-11-21
55.782103,12.518341833333333,14:33:04+00:00,2024-11-21
55.782103,12.518341833333333,14:33:04+00:00,2024-11-21
55.78210266666667,12.5183415,14:33:05+00:00,2024-11-21
55.78210266666667,12.5183415,14:33:05+00:00,2024-11-21
55.78210266666667,12.5183415,14:33:05+00:00,2024-11-21
55.78210266666667,12.518341,14:33:06+00:00,2024-11-21
